InventoryID_x,Source_x,LanguageCode_x,LanguageName_x,Glottocode_x,GlottologName_x,Trump_x,LanguageFamilyRoot_x,LanguageFamilyGenus_x,Country_x,Area_x,Population_x,Latitude_x,Longitude_x,Phonemes_x,Consonants_x,Tones_x,Vowels_x,InventoryID_y,Source_y,LanguageCode_y,LanguageName_y,Glottocode_y,GlottologName_y,Trump_y,LanguageFamilyRoot_y,LanguageFamilyGenus_y,Country_y,Area_y,Population_y,Latitude_y,Longitude_y,Phonemes_y,Consonants_y,Tones_y,Vowels_y,elevation
88,SPA,kyh,Karok,karo1304,Karok,1,hoka,Karok,United States,America,10,41.8228,-123.315,41,27,3,11,88.0,SPA,kyh,Karok,karo1304,Karok,1.0,hoka,Karok,United States,America,10,41.8228,-123.315,41.0,27.0,3.0,11.0,742.765380859375
89,SPA,pom,Pomo,sout2982,Southeastern Pomo,1,hoka,Pomoan,United States,America,5,38.9354,-122.59899999999999,38,27,0,11,89.0,SPA,pom,Pomo,sout2982,Southeastern Pomo,1.0,hoka,Pomoan,United States,America,5,38.9354,-122.59899999999999,38.0,27.0,0.0,11.0,498.2413330078125
90,SPA,dih,Digueno,kumi1248,Kumiai,1,hoka,Yuman,Mexico,America,220,32.5153,-116.609,34,25,0,9,90.0,SPA,dih,Digueno,kumi1248,Kumiai,1.0,hoka,Yuman,Mexico,America,220,32.5153,-116.609,34.0,25.0,0.0,9.0,613.7135009765625
91,SPA,zun,Zuni,zuni1245,Zuni,1,nais,Zuni,United States,America,9650,35.0056,-108.78200000000001,54,44,0,10,91.0,SPA,zun,Zuni,zuni1245,Zuni,1.0,nais,Zuni,United States,America,9650,35.0056,-108.78200000000001,54.0,44.0,0.0,10.0,2116.8779296875
92,SPA,tix,Tiwa,sout2961,Southern Tiwa,1,kita,Kiowa-Tanoan,United States,America,1630,34.7873,-106.661,41,26,3,12,92.0,SPA,tix,Tiwa,sout2961,Southern Tiwa,1.0,kita,Kiowa-Tanoan,United States,America,1630,34.7873,-106.661,41.0,26.0,3.0,12.0,1520.531616210938
93,SPA,tew,Tewa,tewa1260,Tewa (USA),1,kita,Kiowa-Tanoan,United States,America,1300,35.9053,-106.124,57,34,4,19,93.0,SPA,tew,Tewa,tewa1260,Tewa (USA),1.0,kita,Kiowa-Tanoan,United States,America,1300,35.9053,-106.124,57.0,34.0,4.0,19.0,1828.757080078125
94,SPA,lui,Luiseno,luis1253,Luiseno,1,utaz,Takic,United States,America,35,33.3184,-116.939,34,23,0,11,94.0,SPA,lui,Luiseno,luis1253,Luiseno,1.0,utaz,Takic,United States,America,35,33.3184,-116.939,34.0,23.0,0.0,11.0,771.1071166992188
95,SPA,hop,Hopi,hopi1249,Hopi,1,utaz,Hopi,United States,America,5260,35.7653,-110.535,49,31,0,18,95.0,SPA,hop,Hopi,hopi1249,Hopi,1.0,utaz,Hopi,United States,America,5260,35.7653,-110.535,49.0,31.0,0.0,18.0,1723.024291992188
96,SPA,ood,Pima,toho1245,Tohono O'odham,1,utaz,Tepiman,United States,America,9600,31.7973,-111.995,29,19,0,10,96.0,SPA,ood,Pima,toho1245,Tohono O'odham,1.0,utaz,Tepiman,United States,America,9600,31.7973,-111.995,29.0,19.0,0.0,10.0,664.7360229492188
97,SPA,ote,Otomi,mezq1235,Mezquital Otomi,1,otma,Otomian,Mexico,America,100000,20.2274,-99.5564,58,42,3,13,97.0,SPA,ote,Otomi,mezq1235,Mezquital Otomi,1.0,otma,Otomian,Mexico,America,100000,20.2274,-99.5564,58.0,42.0,3.0,13.0,2387.043701171875
98,SPA,maz,Mazahua,cent2144,Central Mazahua,1,otma,Otomian,Mexico,America,350000,19.7357,-100.01799999999999,63,45,3,15,98.0,SPA,maz,Mazahua,cent2144,Central Mazahua,1.0,otma,Otomian,Mexico,America,350000,19.7357,-100.01799999999999,63.0,45.0,3.0,15.0,2765.5703125
99,SPA,maq,Mazateco,chiq1250,Chiquihuitlan Mazatec,1,otma,Popolocan,Mexico,America,2500,18.0541,-96.6659,38,26,4,8,99.0,SPA,maq,Mazateco,chiq1250,Chiquihuitlan Mazatec,1.0,otma,Popolocan,Mexico,America,2500,18.0541,-96.6659,38.0,26.0,4.0,8.0,892.1570434570312
100,SPA,mig,Mixtec,sanm1295,San Miguel El Grande Mixtec,1,otma,Mixtecan,Mexico,America,14500,17.0777,-97.5432,32,19,3,10,100.0,SPA,mig,Mixtec,sanm1295,San Miguel El Grande Mixtec,1.0,otma,Mixtecan,Mexico,America,14500,17.0777,-97.5432,32.0,19.0,3.0,10.0,2299.177490234375
101,SPA,cbi,Cayapa,chac1249,Chachi,2,barb,Barbacoan,Ecuador,America,9500,0.7148899999999999,-79.0508,28,24,0,4,101.0,SPA,cbi,Cayapa,chac1249,Chachi,2.0,barb,Barbacoan,Ecuador,America,9500,0.7148899999999999,-79.0508,28.0,24.0,0.0,4.0,76.88848114013672
102,SPA,pbb,Paez,paez1247,Paez,2,saso,Páezan,Colombia,America,77400,2.61516,-76.3125,39,29,0,10,102.0,SPA,pbb,Paez,paez1247,Paez,2.0,saso,Páezan,Colombia,America,77400,2.61516,-76.3125,39.0,29.0,0.0,10.0,3164.477294921875
103,SPA,ito,Itonama,iton1250,Itonama,2,saso,Itonama,Bolivia,America,10,-12.8043,-64.3575,25,19,0,6,103.0,SPA,ito,Itonama,iton1250,Itonama,2.0,saso,Itonama,Bolivia,America,10,-12.8043,-64.3575,25.0,19.0,0.0,6.0,139.3339080810547
104,SPA,quh,Quechua,sout2991,South Bolivian Quechua,1,quch,Quechuan,Bolivia,America,2780000,-20.9201,-66.3331,37,32,0,5,104.0,SPA,quh,Quechua,sout2991,South Bolivian Quechua,1.0,quch,Quechuan,Bolivia,America,2780000,-20.9201,-66.3331,37.0,32.0,0.0,5.0,3870.821044921875
105,SPA,ayr,Aymara,cent2142,Central Aymara,3,ayma,Aymaran,Bolivia,America,1790000,-17.0,-68.5,42,36,0,6,105.0,SPA,ayr,Aymara,cent2142,Central Aymara,3.0,ayma,Aymaran,Bolivia,America,1790000,-17.0,-68.5,42.0,36.0,0.0,6.0,4174.724609375
106,SPA,arn,Araucanian,mapu1245,Mapudungun,2,arcn,Araucanian,Chile,America,200000,-38.7392,-71.277,26,20,0,6,106.0,SPA,arn,Araucanian,mapu1245,Mapudungun,2.0,arcn,Araucanian,Chile,America,200000,-38.7392,-71.277,26.0,20.0,0.0,6.0,1289.98583984375
107,SPA,crb,Island Carib,isla1278,Island Carib,1,arwk,Arawakan,Dominica,America,Ancient,14.2906,-61.2395,29,17,0,12,107.0,SPA,crb,Island Carib,isla1278,Island Carib,1.0,arwk,Arawakan,Dominica,America,Ancient,14.2906,-61.2395,29.0,17.0,0.0,12.0,-2633.99609375
108,SPA,wap,Wapishana,wapi1253,Wapishana,2,arwk,Arawakan,Guyana,America,6000,2.58744,-59.8021,29,17,0,12,108.0,SPA,wap,Wapishana,wapi1253,Wapishana,2.0,arwk,Arawakan,Guyana,America,6000,2.58744,-59.8021,29.0,17.0,0.0,12.0,133.1188354492188
109,SPA,guc,Goajiro,wayu1243,Wayuu,2,arwk,Arawakan,Colombia,America,135000,10.2252,-71.8101,46,28,0,18,109.0,SPA,guc,Goajiro,wayu1243,Wayuu,2.0,arwk,Arawakan,Colombia,America,135000,10.2252,-71.8101,46.0,28.0,0.0,18.0,-3.324605464935303
110,SPA,cni,Campa,asha1243,Ashaninka,2,arwk,Arawakan,Peru,America,26100,-11.9311,-73.9073,21,17,0,4,110.0,SPA,cni,Campa,asha1243,Ashaninka,2.0,arwk,Arawakan,Peru,America,26100,-11.9311,-73.9073,21.0,17.0,0.0,4.0,588.0570068359375
111,SPA,ign,Moxo,igna1246,Ignaciano,2,arwk,Arawakan,Bolivia,America,4500,-15.1188,-65.3993,25,21,0,4,111.0,SPA,ign,Moxo,igna1246,Ignaciano,2.0,arwk,Arawakan,Bolivia,America,4500,-15.1188,-65.3993,25.0,21.0,0.0,4.0,158.7522125244141
112,SPA,ame,Amuesha,yane1238,Yanesha',2,arwk,Arawakan,Peru,America,9830,-10.5454,-75.315,29,23,0,6,112.0,SPA,ame,Amuesha,yane1238,Yanesha',2.0,arwk,Arawakan,Peru,America,9830,-10.5454,-75.315,29.0,23.0,0.0,6.0,1784.908081054688
113,SPA,jiv,Jivaro,shua1257,Shuar,2,jiva,Jivaroan,Ecuador,America,46700,-3.4513599999999998,-78.1892,24,16,0,8,113.0,SPA,jiv,Jivaro,shua1257,Shuar,2.0,jiva,Jivaroan,Ecuador,America,46700,-3.4513599999999998,-78.1892,24.0,16.0,0.0,8.0,1301.252075195312
114,SPA,bao,Barasano,waim1255,Waimaha,2,tucn,Tucanoan,Colombia,America,600,0.30416,-70.1644,25,11,2,12,114.0,SPA,bao,Barasano,waim1255,Waimaha,2.0,tucn,Tucanoan,Colombia,America,600,0.30416,-70.1644,25.0,11.0,2.0,12.0,172.0744171142578
115,SPA,tca,Ticuna,ticu1245,Ticuna,2,saso,Ticuna,Brazil,America,32600,-3.66289,-69.8723,38,18,9,11,115.0,SPA,tca,Ticuna,ticu1245,Ticuna,2.0,saso,Ticuna,Brazil,America,32600,-3.66289,-69.8723,38.0,18.0,9.0,11.0,141.6842651367188
116,SPA,car,Carib,gali1262,Galibi Carib,4,cari,Cariban,Venezuela,America,4450,5.83772,-56.8323,28,16,0,12,116.0,SPA,car,Carib,gali1262,Galibi Carib,4.0,cari,Cariban,Venezuela,America,4450,5.83772,-56.8323,28.0,16.0,0.0,12.0,2.616520404815674
117,SPA,oca,Ocaina,ocai1244,Ocaina,2,wita,Huitoto,Peru,America,54,-2.1590000000000003,-72.1422,38,27,2,9,117.0,SPA,oca,Ocaina,ocai1244,Ocaina,2.0,wita,Huitoto,Peru,America,54,-2.1590000000000003,-72.1422,38.0,27.0,2.0,9.0,121.5200729370117
118,SPA,srq,Siriono,siri1273,Siriono,2,tupi,Tupi-Guaraní,Bolivia,America,400,-15.5298,-63.9688,28,18,0,10,118.0,SPA,srq,Siriono,siri1273,Siriono,2.0,tupi,Tupi-Guaraní,Bolivia,America,400,-15.5298,-63.9688,28.0,18.0,0.0,10.0,182.8059234619141
119,SPA,gug,Guarani,para1311,Paraguayan Guarani,2,tupi,Tupi-Guaraní,Paraguay,America,4650000,-25.6055,-57.0882,36,24,0,12,119.0,SPA,gug,Guarani,para1311,Paraguayan Guarani,2.0,tupi,Tupi-Guaraní,Paraguay,America,4650000,-25.6055,-57.0882,36.0,24.0,0.0,12.0,185.0057373046875
120,SPA,amc,Amahuaca,amah1246,Amahuaca,2,pano,Panoan,Peru,America,110,-10.2012,-72.3208,22,14,0,8,120.0,SPA,amc,Amahuaca,amah1246,Amahuaca,2.0,pano,Panoan,Peru,America,110,-10.2012,-72.3208,22.0,14.0,0.0,8.0,391.7584228515625
121,SPA,cao,Chacobo,chac1251,Chacobo,2,pano,Panoan,Bolivia,America,550,-12.133,-66.7164,21,17,0,4,121.0,SPA,cao,Chacobo,chac1251,Chacobo,2.0,pano,Panoan,Bolivia,America,550,-12.133,-66.7164,21.0,17.0,0.0,4.0,162.056884765625
122,SPA,apn,Apinaye,apin1244,Apinaye,2,macg,Ge-Kaingang,Brazil,America,1260,-6.10774,-47.6315,49,14,0,35,122.0,SPA,apn,Apinaye,apin1244,Apinaye,2.0,macg,Ge-Kaingang,Brazil,America,1260,-6.10774,-47.6315,49.0,14.0,0.0,35.0,204.55126953125
123,SPA,rif,Shilha,tari1263,Tarifit,1,afas,Berber,Morocco,Africa,1500000,35.3281,-1.8735400000000002,49,45,0,4,123.0,SPA,rif,Shilha,tari1263,Tarifit,1.0,afas,Berber,Morocco,Africa,1500000,35.3281,-1.8735400000000002,49.0,45.0,0.0,4.0,-264.3471374511719
124,SPA,hau,Hausa,haus1257,Hausa,1,afas,West Chadic,Nigeria,Africa,18500000,11.1513,8.7804,45,32,3,10,124.0,SPA,hau,Hausa,haus1257,Hausa,1.0,afas,West Chadic,Nigeria,Africa,18500000,11.1513,8.7804,45.0,32.0,3.0,10.0,619.2393798828125
125,SPA,anc,Angas,ngas1240,Ngas,1,afas,West Chadic,Nigeria,Africa,400000,9.32042,9.46146,44,30,3,11,125.0,SPA,anc,Angas,ngas1240,Ngas,1.0,afas,West Chadic,Nigeria,Africa,400000,9.32042,9.46146,44.0,30.0,3.0,11.0,1130.866455078125
126,SPA,mrt,Margi,marg1265,Marghi Central,1,afas,Biu-Mandara,Nigeria,Africa,158000,10.8385,12.9952,44,36,2,6,126.0,SPA,mrt,Margi,marg1265,Marghi Central,1.0,afas,Biu-Mandara,Nigeria,Africa,158000,10.8385,12.9952,44.0,36.0,2.0,6.0,484.9452819824219
127,SPA,som,Somali,soma1255,Somali,1,afas,Eastern Cushitic,Somalia,Africa,8340000,3.15088,40.4818,52,30,2,20,127.0,SPA,som,Somali,soma1255,Somali,1.0,afas,Eastern Cushitic,Somalia,Africa,8340000,3.15088,40.4818,52.0,30.0,2.0,20.0,531.4760131835938
128,SPA,awn,Awiya,awng1244,Awngi,2,afas,Central Cushitic,Ethiopia,Africa,500000,10.9819,36.6916,39,28,4,7,128.0,SPA,awn,Awiya,awng1244,Awngi,2.0,afas,Central Cushitic,Ethiopia,Africa,500000,10.9819,36.6916,39.0,28.0,4.0,7.0,2085.909912109375
129,SPA,irk,Iraqw,iraq1241,Iraqw,1,afas,Southern Cushitic,Tanzania,Africa,462000,-4.19948,35.2939,48,33,3,12,129.0,SPA,irk,Iraqw,iraq1241,Iraqw,1.0,afas,Southern Cushitic,Tanzania,Africa,462000,-4.19948,35.2939,48.0,33.0,3.0,12.0,1847.325561523438
130,SPA,tig,Tigre,tigr1270,Tigre,1,afas,Semitic,Eritrea,Africa,1050000,17.3494,38.2233,54,47,0,7,130.0,SPA,tig,Tigre,tigr1270,Tigre,1.0,afas,Semitic,Eritrea,Africa,1050000,17.3494,38.2233,54.0,47.0,0.0,7.0,1068.31884765625
131,SPA,amh,Amharic,amha1245,Amharic,1,afas,Semitic,Ethiopia,Africa,17400000,11.7082,39.5435,59,52,0,7,131.0,SPA,amh,Amharic,amha1245,Amharic,1.0,afas,Semitic,Ethiopia,Africa,17400000,11.7082,39.5435,59.0,52.0,0.0,7.0,2230.220458984375
132,SPA,arz,Egyptian Arabic,egyp1253,Egyptian Arabic,1,afas,Semitic,Egypt,Africa,52500000,31.0,31.0,67,58,0,9,132.0,SPA,arz,Egyptian Arabic,egyp1253,Egyptian Arabic,1.0,afas,Semitic,Egypt,Africa,52500000,31.0,31.0,67.0,58.0,0.0,9.0,6.790123462677002
133,SPA,ary,Moroccan Arabic,moro1292,Moroccan Arabic,1,afas,Semitic,Morocco,Africa,18800000,32.5,-7.5,78,74,0,4,133.0,SPA,ary,Moroccan Arabic,moro1292,Moroccan Arabic,1.0,afas,Semitic,Morocco,Africa,18800000,32.5,-7.5,78.0,74.0,0.0,4.0,367.0
134,SPA,mlt,Maltese,malt1254,Maltese,1,afas,Semitic,Malta,Europe,300000,35.8884,14.4508,55,45,0,10,134.0,SPA,mlt,Maltese,malt1254,Maltese,1.0,afas,Semitic,Malta,Europe,300000,35.8884,14.4508,55.0,45.0,0.0,10.0,73.05255126953125
135,SPA,heb,Modern Hebrew,hebr1245,Hebrew,1,afas,Semitic,Israel,Asia,4850000,31.1056,35.0179,30,24,0,6,135.0,SPA,heb,Modern Hebrew,hebr1245,Hebrew,1.0,afas,Semitic,Israel,Asia,4850000,31.1056,35.0179,30.0,24.0,0.0,6.0,458.9912109375
136,SPA,xtc,Katcha,katc1249,Katcha-Kadugli-Miri,4,nsah,Kadugli,Sudan,Africa,75000,10.8423,29.4914,32,23,2,7,136.0,SPA,xtc,Katcha,katc1249,Katcha-Kadugli-Miri,4.0,nsah,Kadugli,Sudan,Africa,75000,10.8423,29.4914,32.0,23.0,2.0,7.0,462.4680480957031
137,SPA,xpe,Kpelle,libe1247,Liberia Kpelle,1,ncon,Western Mande,Liberia,Africa,487000,6.92048,-9.96128,49,32,3,14,137.0,SPA,xpe,Kpelle,libe1247,Liberia Kpelle,1.0,ncon,Western Mande,Liberia,Africa,487000,6.92048,-9.96128,49.0,32.0,3.0,14.0,250.8357391357422
138,SPA,wol,Wolof,nucl1347,Nuclear Wolof,1,ncon,Northern Atlantic,Senegal,Africa,3930000,15.2534,-15.383,40,26,0,14,138.0,SPA,wol,Wolof,nucl1347,Nuclear Wolof,1.0,ncon,Northern Atlantic,Senegal,Africa,3930000,15.2534,-15.383,40.0,26.0,0.0,14.0,46.60300064086914
139,SPA,dag,Dagbani,dagb1246,Dagbani,1,ncon,Gur,Ghana,Africa,800000,9.64745,-0.43227,37,24,2,11,139.0,SPA,dag,Dagbani,dagb1246,Dagbani,1.0,ncon,Gur,Ghana,Africa,800000,9.64745,-0.43227,37.0,24.0,2.0,11.0,157.2554473876953
140,SPA,aka,Akan,akan1250,Akan,2,ncon,Kwa,Ghana,Africa,8300000,6.34756,-1.33254,40,22,3,15,140.0,SPA,aka,Akan,akan1250,Akan,2.0,ncon,Kwa,Ghana,Africa,8300000,6.34756,-1.33254,40.0,22.0,3.0,15.0,185.8099365234375
141,SPA,gaa,Ga,gaaa1244,Ga,1,ncon,Kwa,Ghana,Africa,600000,5.65488,-0.18598,47,32,3,12,141.0,SPA,gaa,Ga,gaaa1244,Ga,1.0,ncon,Kwa,Ghana,Africa,600000,5.65488,-0.18598,47.0,32.0,3.0,12.0,56.4933967590332
142,SPA,ewe,Ewe,ewee1241,Ewe,1,ncon,Kwa,Ghana,Africa,2250000,6.46061,0.814975,45,28,3,14,142.0,SPA,ewe,Ewe,ewee1241,Ewe,1.0,ncon,Kwa,Ghana,Africa,2250000,6.46061,0.814975,45.0,28.0,3.0,14.0,86.42135620117188
143,SPA,ibo,Igbo,nucl1417,Nuclear Igbo,1,ncon,Igboid,Nigeria,Africa,18000000,4.62705,7.2344100000000005,65,46,3,16,143.0,SPA,ibo,Igbo,nucl1417,Nuclear Igbo,1.0,ncon,Igboid,Nigeria,Africa,18000000,4.62705,7.2344100000000005,65.0,46.0,3.0,16.0,4.193132877349854
144,SPA,beq,Beembe,beem1239,Beembe,1,ncon,Bantoid,Congo,Africa,3200,-3.95895,14.1,41,19,2,20,144.0,SPA,beq,Beembe,beem1239,Beembe,1.0,ncon,Bantoid,Congo,Africa,3200,-3.95895,14.1,41.0,19.0,2.0,20.0,431.0192565917969
145,SPA,swh,Swahili,swah1253,Swahili,1,ncon,Bantoid,Tanzania,Africa,350000,-8.25605,37.624,36,31,0,5,145.0,SPA,swh,Swahili,swah1253,Swahili,1.0,ncon,Bantoid,Tanzania,Africa,350000,-8.25605,37.624,36.0,31.0,0.0,5.0,199.0334777832031
146,SPA,lue,Luvale,luva1239,Luvale,1,ncon,Bantoid,Zambia,Africa,168000,-13.5382,22.2924,36,22,4,10,146.0,SPA,lue,Luvale,luva1239,Luvale,1.0,ncon,Bantoid,Zambia,Africa,168000,-13.5382,22.2924,36.0,22.0,4.0,10.0,1075.043212890625
147,SPA,zul,Zulu,zulu1248,Zulu,1,ncon,Bantoid,South Africa,Africa,9980000,-25.3305,31.3512,43,35,3,5,147.0,SPA,zul,Zulu,zulu1248,Zulu,1.0,ncon,Bantoid,South Africa,Africa,9980000,-25.3305,31.3512,43.0,35.0,3.0,5.0,523.4624633789062
148,SPA,gbp,Gbeya,gbay1287,Gbaya-Bossangoa,1,ncon,Ubangi,Central African Republic,Africa,200000,6.61896,17.645,45,31,2,12,148.0,SPA,gbp,Gbeya,gbay1287,Gbaya-Bossangoa,1.0,ncon,Ubangi,Central African Republic,Africa,200000,6.61896,17.645,45.0,31.0,2.0,12.0,481.2668762207031
149,SPA,ses,Songhai,koyr1242,Koyraboro Senni Songhai,2,nsah,Songhay,Mali,Africa,100000,16.9634,-0.55187,48,33,0,15,149.0,SPA,ses,Songhai,koyr1242,Koyraboro Senni Songhai,2.0,nsah,Songhay,Mali,Africa,100000,16.9634,-0.55187,48.0,33.0,0.0,15.0,278.4359741210938
150,SPA,knc,Kanuri,cent2050,Central Kanuri,1,nsah,Western Saharan,Nigeria,Africa,3000000,11.8863,16.3918,35,25,4,6,150.0,SPA,knc,Kanuri,cent2050,Central Kanuri,1.0,nsah,Western Saharan,Nigeria,Africa,3000000,11.8863,16.3918,35.0,25.0,4.0,6.0,311.6372985839844
151,SPA,lgg,Logbara,lugb1240,Lugbara,1,nsah,Moru-Madi,Uganda,Africa,797000,3.02245,30.8642,42,27,3,12,151.0,SPA,lgg,Logbara,lugb1240,Lugbara,1.0,nsah,Moru-Madi,Uganda,Africa,797000,3.02245,30.8642,42.0,27.0,3.0,12.0,1220.26904296875
152,SPA,fia,Mahas-Fiyadikka,nobi1240,Nobiin,1,nsah,Nubian,Sudan,Africa,295000,22.8142,31.8376,45,33,2,10,152.0,SPA,fia,Mahas-Fiyadikka,nobi1240,Nobiin,1.0,nsah,Nubian,Sudan,Africa,295000,22.8142,31.8376,45.0,33.0,2.0,10.0,244.4058532714844
153,SPA,luo,Luo,luok1236,Luo (Kenya and Tanzania),1,nsah,Nilotic,Kenya,Africa,4270000,-0.93296,34.4896,35,23,3,9,153.0,SPA,luo,Luo,luok1236,Luo (Kenya and Tanzania),1.0,nsah,Nilotic,Kenya,Africa,4270000,-0.93296,34.4896,35.0,23.0,3.0,9.0,1420.288818359375
154,SPA,mas,Maasai,masa1300,Masai,1,nsah,Nilotic,Kenya,Africa,590000,-3.1419,36.4573,43,21,4,18,154.0,SPA,mas,Maasai,masa1300,Masai,1.0,nsah,Nilotic,Kenya,Africa,590000,-3.1419,36.4573,43.0,21.0,4.0,18.0,1250.531127929688
155,SPA,naq,Nama,nama1264,Nama (Namibia),1,khoi,Central Khoisan,Namibia,Africa,200000,-25.0747,17.9767,33,19,6,8,155.0,SPA,naq,Nama,nama1264,Nama (Namibia),1.0,khoi,Central Khoisan,Namibia,Africa,200000,-25.0747,17.9767,33.0,19.0,6.0,8.0,1164.815551757812
156,SPA,gle,Irish Gaelic,iris1253,Irish,1,ieur,Celtic,Ireland,Europe,260000,53.2186,-7.6150899999999995,68,44,0,24,156.0,SPA,gle,Irish Gaelic,iris1253,Irish,1.0,ieur,Celtic,Ireland,Europe,260000,53.2186,-7.6150899999999995,68.0,44.0,0.0,24.0,110.6962127685547
157,SPA,bre,Breton,bret1244,Breton,1,ieur,Celtic,France,Europe,500000,48.2452,-3.78934,42,25,0,17,157.0,SPA,bre,Breton,bret1244,Breton,1.0,ieur,Celtic,France,Europe,500000,48.2452,-3.78934,42.0,25.0,0.0,17.0,146.2966156005859
158,SPA,isl,Icelandic,icel1247,Icelandic,1,ieur,Germanic,Iceland,Europe,230000,63.4837,-19.0212,39,23,0,16,158.0,SPA,isl,Icelandic,icel1247,Icelandic,1.0,ieur,Germanic,Iceland,Europe,230000,63.4837,-19.0212,39.0,23.0,0.0,16.0,251.3387756347656
159,SPA,nob,Norwegian,norw1259,Norwegian Bokmål,1,ieur,Germanic,Norway,Europe,4640000,61.111999999999995,8.886000000000001,48,27,2,19,159.0,SPA,nob,Norwegian,norw1259,Norwegian Bokmål,1.0,ieur,Germanic,Norway,Europe,4640000,61.111999999999995,8.886000000000001,48.0,27.0,2.0,19.0,761.6484985351562
160,SPA,eng,English,stan1293,Standard English,1,ieur,Germanic,United Kingdom,Europe,58100000,53.0,-1.0,40,27,0,13,160.0,SPA,eng,English,stan1293,Standard English,1.0,ieur,Germanic,United Kingdom,Europe,58100000,53.0,-1.0,40.0,27.0,0.0,13.0,57.17975234985352
161,SPA,deu,German,stan1295,Standard German,1,ieur,Germanic,Germany,Europe,75300000,48.648999999999994,12.4676,39,23,0,16,161.0,SPA,deu,German,stan1295,Standard German,1.0,ieur,Germanic,Germany,Europe,75300000,48.648999999999994,12.4676,39.0,23.0,0.0,16.0,465.2826232910156
162,SPA,fra,French,stan1290,Standard French,1,ieur,Romance,France,Europe,53200000,48.0,2.0,40,23,0,17,162.0,SPA,fra,French,stan1290,Standard French,1.0,ieur,Romance,France,Europe,53200000,48.0,2.0,40.0,23.0,0.0,17.0,130.2622222900391
163,SPA,por,Portuguese,port1283,Portuguese,1,ieur,Romance,Portugal,Europe,10000000,42.0341,-4.18815,38,23,0,15,163.0,SPA,por,Portuguese,port1283,Portuguese,1.0,ieur,Romance,Portugal,Europe,10000000,42.0341,-4.18815,38.0,23.0,0.0,15.0,830.6649169921875
164,SPA,spa,Spanish,stan1288,Standard Spanish,1,ieur,Romance,Spain,Europe,28200000,40.4414,-1.11788,25,20,0,5,164.0,SPA,spa,Spanish,stan1288,Standard Spanish,1.0,ieur,Romance,Spain,Europe,28200000,40.4414,-1.11788,25.0,20.0,0.0,5.0,1025.291748046875
165,SPA,ron,Rumanian,roma1327,Romanian,1,ieur,Romance,Romania,Europe,19700000,46.3913,24.2256,31,22,0,9,165.0,SPA,ron,Rumanian,roma1327,Romanian,1.0,ieur,Romance,Romania,Europe,19700000,46.3913,24.2256,31.0,22.0,0.0,9.0,356.0450134277344
166,SPA,rus,Russian,russ1263,Russian,1,ieur,Slavic,Russian Federation,Europe,116000000,53.9195,72.3926,38,33,0,5,166.0,SPA,rus,Russian,russ1263,Russian,1.0,ieur,Slavic,Russian Federation,Europe,116000000,53.9195,72.3926,38.0,33.0,0.0,5.0,119.0287780761719
167,SPA,bul,Bulgarian,bulg1262,Bulgarian,1,ieur,Slavic,Bulgaria,Europe,7990000,43.3646,25.046999999999997,49,37,0,12,167.0,SPA,bul,Bulgarian,bulg1262,Bulgarian,1.0,ieur,Slavic,Bulgaria,Europe,7990000,43.3646,25.046999999999997,49.0,37.0,0.0,12.0,126.8293380737305
168,SPA,lit,Lithuanian,lith1251,Lithuanian,1,ieur,Baltic,Lithuania,Europe,2960000,55.1429,23.9601,47,36,0,11,168.0,SPA,lit,Lithuanian,lith1251,Lithuanian,1.0,ieur,Baltic,Lithuania,Europe,2960000,55.1429,23.9601,47.0,36.0,0.0,11.0,51.66757965087891
169,SPA,als,Albanian,tosk1239,Tosk Albanian,1,ieur,Albanian,Albania,Europe,2900000,41.0,20.0,35,28,0,7,169.0,SPA,als,Albanian,tosk1239,Tosk Albanian,1.0,ieur,Albanian,Albania,Europe,2900000,41.0,20.0,35.0,28.0,0.0,7.0,295.3432006835938
170,SPA,ell,Modern Greek,mode1248,Modern Greek (1453-),1,ieur,Greek,Greece,Europe,10700000,42.3224,24.8699,26,21,0,5,170.0,SPA,ell,Modern Greek,mode1248,Modern Greek (1453-),1.0,ieur,Greek,Greece,Europe,10700000,42.3224,24.8699,26.0,21.0,0.0,5.0,207.9727630615234
171,SPA,hye,Armenian,nucl1235,Nuclear Armenian,1,ieur,Armenian,Armenia,Asia,3140000,40.0,45.0,37,30,0,7,171.0,SPA,hye,Armenian,nucl1235,Nuclear Armenian,1.0,ieur,Armenian,Armenia,Asia,3140000,40.0,45.0,37.0,30.0,0.0,7.0,2527.333251953125
172,SPA,pes,Persian,west2369,Western Farsi,1,ieur,Iranian,Iran,Asia,22000000,28.6593,55.1586,30,24,0,6,172.0,SPA,pes,Persian,west2369,Western Farsi,1.0,ieur,Iranian,Iran,Asia,22000000,28.6593,55.1586,30.0,24.0,0.0,6.0,1951.225341796875
173,SPA,pst,Pashto,cent1973,Central Pashto,1,ieur,Iranian,Pakistan,Asia,7920000,31.9153,69.4529,38,31,0,7,173.0,SPA,pst,Pashto,cent1973,Central Pashto,1.0,ieur,Iranian,Pakistan,Asia,7920000,31.9153,69.4529,38.0,31.0,0.0,7.0,1139.069458007812
